"Identyfikator Produktu Leczniczego";"Nazwa Produktu Leczniczego";"Nazwa powszechnie stosowana";"Rodzaj preparatu";"Zakaz stosowania u zwierząt";"Nazwa poprzednia produktu";"Droga podania - Gatunek - Tkanka - Okres karencji";"Moc";"Postać farmaceutyczna";"Typ procedury";"Numer pozwolenia";"Ważność pozwolenia";"Kod ATC";"Podmiot odpowiedzialny";"Opakowanie";"Substancja czynna";"Nazwa wytwórcy";"Kraj wytwórcy";"Nazwa importera";"Kraj importera";"Nazwa wytwórcy/importera";"Kraj wytwórcy/importera";"Podmiot odpowiedzialny w kraju eksportu";"Kraj eksportu";"Podstawa prawna wniosku";"Ulotka";"Charakterystyka";"Etykieto-ulotka";"Ulotka importu równoległego";"Etykieto-ulotka importu równoległego";"Oznakowanie opakowań importu równoległego";"Narzędzia edukacyjne dla osoby wykonującej zawód medyczny";"Narzędzia edukacyjne dla pacjenta"
"100468920";"Duodart";"Dutasteridum + Tamsulosini hydrochloridum";"Ludzki";"";"";"doustna";"0,5 mg + 0,4 mg";"Kapsułki twarde";"IR";"225/22";"2027-05-20";"G04CA52";"InPharm Sp. z o.o.";"05909991484064 ¦ Rp ¦ 145121
30 kaps.";"Dutasteridum 0.5 mg + Tamsulosini hydrochloridum 0.4 mg";"";"";"";"";"";"";"GlaxoSmithKline, S.A.";"Hiszpania";"";"";"";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46892/parallel-import-files/LEAFLET/public";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46892/parallel-import-files/PACKAGE_MARKING/public";"";""
"100468938";"Soluvit N";"Produkt witaminowy";"Ludzki";"";"";"dożylna";"-";"Proszek do sporządzania roztworu do infuzji";"IR";"226/22";"2027-05-20";"B05XC";"InPharm Sp. z o.o.";"05909991484095 ¦ Lz ¦ 145123
10 fiol.";"";"";"";"";"";"";"";"FRESENIUS KABI France";"Francja";"";"";"";"";"";"";"";"";""
"100468945";"Sorbifer Durules";"Ferrosi sulfas + Acidum ascorbicum";"Ludzki";"";"";"doustna";"100 mg Fe(II) + 60 mg";"Tabletki o przedłużonym uwalnianiu";"IR";"222/22";"2027-05-20";"B03AA07";"Delfarma Sp. z o.o.";"05909991484125 ¦ Rp ¦ 145128
30 tabl.
05909991484132 ¦ Rp ¦ 145129
60 tabl.
05909991484149 ¦ Rp ¦ 145130
100 tabl.";"Ferrosi sulfas 100 mg Fe(II) + Acidum ascorbicum 60 mg";"";"";"";"";"";"";"Egis Pharmaceuticals PLC";"Czechy";"";"";"";"";"";"";"";"";""
"100468952";"Madopar 250 mg";"Levodopum + Benserazidum";"Ludzki";"";"";"doustna";"200 mg + 50 mg";"Tabletki";"IR";"228/22";"2027-05-24";"N04BA02";"InPharm Sp. z o.o.";"05909991484156 ¦ Rp ¦ 145131
100 tabl.";"Levodopum 200 mg + Benserazidum 50 mg";"";"";"";"";"";"";"ROCHE FARMA, S.A.";"Hiszpania";"";"";"";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46895/parallel-import-files/LEAFLET/public";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46895/parallel-import-files/PACKAGE_MARKING/public";"";""
"100468960";"Dimethyl fumarate Polpharma";"Dimethylis fumaras";"Ludzki";"";"";"doustna";"120 mg";"Kapsułki dojelitowe, twarde";"CEN";"";"2023-12-13";"L04AX07";"Zakłady Farmaceutyczne POLPHARMA S.A.";"Rpz ¦ EU/1/22/1635/001 ¦ 147869
14 kaps.
Rpz ¦ EU/1/22/1635/002 ¦ 147870
56 kaps.";"Dimethylis fumaras 120 mg";"Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A. Oddział Produkcyjny w Nowej Dębie ";"Polska
Polska";"";"";"Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A. Oddział Produkcyjny w Nowej Dębie ";"Polska
Polska";"";"";"";"";"";"";"";"";"";"";""
"100468977";"Dimethyl fumarate Polpharma";"Dimethylis fumaras";"Ludzki";"";"";"doustna";"240 mg";"Kapsułki dojelitowe, twarde";"CEN";"";"2023-12-13";"L04AX07";"Zakłady Farmaceutyczne POLPHARMA S.A.";"Rpz ¦ EU/1/22/1635/004 ¦ 147871
168 kaps.
Rpz ¦ EU/1/22/1635/003 ¦ 147872
56 kaps.";"Dimethylis fumaras 240 mg";"Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A. Oddział Produkcyjny w Nowej Dębie ";"Polska
Polska";"";"";"Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A. Oddział Produkcyjny w Nowej Dębie ";"Polska
Polska";"";"";"";"";"";"";"";"";"";"";""
"100468984";"QUVIVIQ";"Daridorexantum";"Ludzki";"";"";"doustna";"25 mg";"Tabletki powlekane";"CEN";"";"";"N05CJ03";"Idorsia Pharmaceuticals Deutschland GmbH";"Rp ¦ EU/1/22/1638/001 ¦ 145139
10 tabl.
Rp ¦ EU/1/22/1638/002 ¦ 145140
30 tabl.
Rp ¦ EU/1/22/1638/005 ¦ 152863
20 tabl.";"Daridorexantum 25 mg";"Idorsia Pharmaceuticals Deutschland GmbH
PharmaKorell GmbH";"Niemcy
Niemcy";"";"";"Idorsia Pharmaceuticals Deutschland GmbH
PharmaKorell GmbH";"Niemcy
Niemcy";"";"";"";"";"";"";"";"";"";"";""
"100468991";"QUVIVIQ";"Daridorexantum";"Ludzki";"";"";"doustna";"50 mg";"Tabletki powlekane";"CEN";"";"";"N05CJ03";"Idorsia Pharmaceuticals Deutschland GmbH";"Rp ¦ EU/1/22/1638/003 ¦ 145141
10 tabl.
Rp ¦ EU/1/22/1638/004 ¦ 145142
30 tabl.
Rp ¦ EU/1/22/1638/006 ¦ 152864
20 tabl.";"Daridorexantum 50 mg";"Idorsia Pharmaceuticals Deutschland GmbH
PharmaKorell GmbH";"Niemcy
Niemcy";"";"";"Idorsia Pharmaceuticals Deutschland GmbH
PharmaKorell GmbH";"Niemcy
Niemcy";"";"";"";"";"";"";"";"";"";"";""
"100469004";"Tardyferon";"Ferrosi sulfas";"Ludzki";"";"";"doustna";"80 mg Fe2+";"Tabletki o zmodyfikowanym uwalnianiu";"IR";"231/22";"2027-05-26";"B03AA07";"InPharm Sp. z o.o.";"05909991484255 ¦ Rp ¦ 145145
30 tabl.";"Ferrosi sulfas 80 mg Fe2+";"";"";"";"";"";"";"Pierre Fabre Medicament";"Czechy";"";"";"";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46900/parallel-import-files/LEAFLET/public";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46900/parallel-import-files/PACKAGE_MARKING/public";"";""
"100469011";"Cetraxal Plus";"Ciprofloxacinum + Fluocinoloni acetonidum";"Ludzki";"";"";"do ucha";"3 mg/ml + 0,25 mg/ml";"Krople do uszu, roztwór w pojemniku jednodawkowym";"IR";"233/22";"2027-05-26";"S02CA05";"InPharm Sp. z o.o.";"05909991484262 ¦ Rp ¦ 145146
15 poj. 0,25 ml";"Ciprofloxacinum 3 mg/ml + Fluocinoloni acetonidum 0.25 mg/ml";"";"";"";"";"";"";"Laboratorios Salvat, S.A.";"Czechy";"";"";"";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46901/parallel-import-files/LEAFLET/public";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46901/parallel-import-files/PACKAGE_MARKING/public";"";""
"100469029";"Isoptin SR-E 240";"Verapamili hydrochloridum";"Ludzki";"";"";"doustna";"240 mg";"Tabletki o przedłużonym uwalnianiu";"IR";"232/22";"2027-05-26";"C08DA01";"Medezin Sp. z o.o.";"05909991484309 ¦ Rp ¦ 145150
20 tabl.
05909991484316 ¦ Rp ¦ 145151
40 tabl.";"Verapamili hydrochloridum 240 mg";"";"";"";"";"";"";"Viatris Healthcare Limited";"Rumunia";"";"";"";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46902/parallel-import-files/LEAFLET/public";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46902/parallel-import-files/PACKAGE_MARKING/public";"";""
"100469036";"Klacid Uno";"Clarithromycinum";"Ludzki";"";"";"doustna";"500 mg";"Tabletki o przedłużonym uwalnianiu";"IR";"230/22";"2027-05-26";"J01FA09";"Medezin Sp. z o.o.";"05909991484323 ¦ Rp ¦ 145155
5 tabl.
05909991484330 ¦ Rp ¦ 145156
7 tabl.
05909991484347 ¦ Rp ¦ 145157
10 tabl.
05909991484354 ¦ Rp ¦ 145158
14 tabl.
05909991484361 ¦ Rp ¦ 145159
20 tabl.";"Clarithromycinum 500 mg";"";"";"";"";"";"";"Viatris Healthcare Limited";"Rumunia";"";"";"";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46903/parallel-import-files/LEAFLET/public";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46903/parallel-import-files/PACKAGE_MARKING/public";"";""
"100469043";"Fatroseal";"Bismuthi subnitras ponderosus";"Weterynaryjny";"";"";"dowymieniowo - bydło (krowy mleczne w okresie zasuszenia) - mleko - 0 godzin 
dowymieniowo - bydło (krowy mleczne w okresie zasuszenia) - tkanki jadalne - 0 dni";"2,6 g/4 g";"Zawiesina dowymieniowa";"DCP";"3186";"Bezterminowe";"QG52X";"Fatro S.p.A.";"5909991484392 ¦ Rp ¦ 145162
120 tubostrzykawek 4 g
5909991484408 ¦ Rp ¦ 145163
120 tubostrzykawek 4 g + 120 chusteczek do higieny strzyków
5909991484415 ¦ Rp ¦ 145164
60 tubostrzykawek 4 g + 60 chusteczek do higieny strzyków
5909991484422 ¦ Rp ¦ 145165
24 tubostrzykawki 4 g + 24 chusteczki do higieny strzyków
5909991484439 ¦ Rp ¦ 145166
24 tubostrzykawki 4 g
5909991484446 ¦ Rp ¦ 145167
60 tubostrzykawek 4 g";"Bismuthi subnitras ponderosus 2.6 g/4 g";"Fatro S.p.A.";"Włochy";"";"";"Fatro S.p.A.";"Włochy";"";"";"art. 15a ust. 6";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46904/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46904/characteristic";"";"";"";"";"";""
"100469050";"Padcev";"Enfortumabum vedotini";"Ludzki";"";"";"dożylna";"20 mg";"Proszek do sporządzania koncentratu roztworu do infuzji";"CEN";"";"";"L01FX13";"Astellas Pharma Europe B.V.";"05909991487430 ¦ Rpz ¦ EU/1/21/1615/001 ¦ 145168
1 fiol.  proszku
¦ UR/Z/4c/121/22 - 05391509402569 ¦ UR/Z/4c/170/22 - 05391509402569";"Enfortumabum vedotini 20 mg";"Astellas Ireland Co. Ltd";"Irlandia";"";"";"Astellas Ireland Co. Ltd";"Irlandia";"";"";"";"";"";"";"";"";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/files/educational-tools-for-medical-practitioner/medicinal-product/46905/file/1 - Materiały edukacyjne dla osoby wykonującej zawód medyczny";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/files/educational-tools-for-patient/medicinal-product/46905/file/1 - Pakiet informacyjny dla pacjenta"
"100469068";"Padcev";"Enfortumabum vedotini";"Ludzki";"";"";"dożylna";"30 mg";"Proszek do sporządzania koncentratu roztworu do infuzji";"CEN";"";"";"L01FX13";"Astellas Pharma Europe B.V.";"05909991487447 ¦ Rpz ¦ EU/1/21/1615/002 ¦ 145169
1 fiol.  proszku
¦ UR/Z/4c/122/22 - 05391509402583 ¦ UR/Z/4c/171/22 - 05391509402583";"Enfortumabum vedotini 30 mg";"Astellas Ireland Co. Ltd";"Irlandia";"";"";"Astellas Ireland Co. Ltd";"Irlandia";"";"";"";"";"";"";"";"";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/files/educational-tools-for-medical-practitioner/medicinal-product/46906/file/1 - Materiały edukacyjne dla osoby wykonującej zawód medyczny";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/files/educational-tools-for-patient/medicinal-product/46906/file/1 - Pakiet informacyjny dla pacjenta"
"100469075";"Lexotan";"Bromazepamum";"Ludzki";"";"";"doustna";"3 mg";"Tabletki";"IR";"236/22";"2027-05-30";"N05BA08";"InPharm Sp. z o.o.";"05909991484453 ¦ Rp ¦ 145170
30 tabl.";"Bromazepamum 3 mg";"";"";"";"";"";"";"Cheplapharm Arzneimittel GmbH";"Austria";"";"";"";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46907/parallel-import-files/LEAFLET/public";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46907/parallel-import-files/PACKAGE_MARKING/public";"";""
"100469082";"Izotek 20 mg";"Isotretinoinum";"Ludzki";"";"";"doustna";"20 mg";"Kapsułki miękkie";"IR";"240/22";"2027-06-01";"D10BA01";"Medezin Sp. z o.o.";"05909991484460 ¦ Rp ¦ 145172
30 kaps.
05909991484477 ¦ Rp ¦ 145173
60 kaps.
05909991524272 ¦ Rp ¦ 151773
10 kaps.
05909991524289 ¦ Rp ¦ 151774
50 kaps.
05909991524296 ¦ Rp ¦ 151775
100 kaps.";"Isotretinoinum 20 mg";"";"";"";"";"";"";"Pharmathen Investments Group Limited";"Grecja";"";"";"";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46908/parallel-import-files/LEAFLET/public";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46908/parallel-import-files/PACKAGE_MARKING/public";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/files/educational-tools-for-patient/medicinal-product/46908/file/1 - Materiały edukacyjne dla pacjenta"
"100469090";"Nimotop S";"Nimodipinum";"Ludzki";"";"";"doustna";"30 mg";"Tabletki powlekane";"IR";"229/22";"2027-05-26";"C08CA06";"Delfarma Sp. z o.o.";"05909991484484 ¦ Rp ¦ 145174
50 tabl.
05909991484491 ¦ Rp ¦ 145175
20 tabl.
05909991484507 ¦ Rp ¦ 145176
100 tabl.";"Nimodipinum 30 mg";"";"";"";"";"";"";"Bayer AG";"Rumunia";"";"";"";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46909/parallel-import-files/LEAFLET/public";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46909/parallel-import-files/PACKAGE_MARKING/public";"";""
"100469159";"Dichlorowodorek oktenidyny + Fenoksyetanol Lavipharm";"Octenidini dihydrochloridum + Phenoxyethanolum";"Ludzki";"";"";"na skórę";"1 mg/ml + 20 mg/ml";"Aerozol na skórę, roztwór";"DCP";"29325";"2030-10-03";"D08AJ57";"Taw Pharma (Ireland) Limited";"05909991585747 ¦ OTC ¦ 164020
1 butelka 50 ml
05909991585754 ¦ OTC ¦ 164021
1 butelka 250 ml";"Octenidini dihydrochloridum 1 mg/ml + Phenoxyethanolum 20 mg/ml";"";"";"";"";"LAVIPHARM S.A.";"Grecja";"";"";"art. 15 ust. 12";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46915/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46915/characteristic";"";"";"";"";"";""
"100469166";"Jaxteran";"Dimethylis fumaras";"Ludzki";"";"";"doustna";"120 mg";"Kapsułki dojelitowe, twarde";"DCP";"27854";"2028-06-23";"L04AX07";"Zentiva, k.s.";"05909991515591 ¦ Rpz ¦ 150229
100 kaps.
05909991515607 ¦ Rpz ¦ 150230
14 kaps.";"Dimethylis fumaras 120 mg";"";"";"Adalvo Ltd.
KeVaRo GROUP Ltd
Pharmadox Healthcare Ltd.";"Malta
Bułgaria
Malta";"Adalvo Ltd.
KeVaRo GROUP Ltd
Pharmadox Healthcare Ltd.";"Malta
Bułgaria
Malta";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46916/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46916/characteristic";"";"";"";"";"";""
"100469173";"JAXTERAN";"Dimethylis fumaras";"Ludzki";"";"";"doustna";"240 mg";"Kapsułki dojelitowe, twarde";"DCP";"27855";"2028-06-23";"L04AX07";"Zentiva, k.s.";"05909991515638 ¦ Rpz ¦ 150233
168 kaps.
05909991515645 ¦ Rpz ¦ 150234
56 kaps.
05909991515652 ¦ Rpz ¦ 150235
100 kaps.";"Dimethylis fumaras 240 mg";"";"";"Adalvo Ltd.
KeVaRo GROUP Ltd
Pharmadox Healthcare Ltd.";"Malta
Bułgaria
Malta";"Adalvo Ltd.
KeVaRo GROUP Ltd
Pharmadox Healthcare Ltd.";"Malta
Bułgaria
Malta";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46917/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46917/characteristic";"";"";"";"";"";""
"100469180";"Elocom";"Mometasoni furoas";"Ludzki";"";"";"na skórę";"1 mg/g";"Płyn na skórę";"IR";"241/22";"2027-06-01";"D07AC13";"InPharm Sp. z o.o.";"05909991484514 ¦ Rp ¦ 145178
1 butelka 30 ml";"Mometasoni furoas 1 mg/g";"";"";"";"";"";"";"N.V. Organon Holland";"Grecja";"";"";"";"";"";"";"";"";""
"100469198";"Candesartan Cilexetil + Amlodipine + Hydrochlorothiazide Adamed";"Candesartanum cilexetili + Amlodipinum + Hydrochlorothiazidum";"Ludzki";"";"";"doustna";"16 mg + 5 mg + 12,5 mg";"Kapsułki twarde";"DCP";"28521";"2029-07-23";"C09DX06";"Adamed Pharma S.A.";"05909991551186 ¦ Rp ¦ 157372
30 kaps.
05909991551193 ¦ Rp ¦ 157373
28 kaps.
05909991551209 ¦ Rp ¦ 157374
7 kaps.
05909991551216 ¦ Rp ¦ 157375
100 kaps.
05909991551223 ¦ Rp ¦ 157376
10 kaps.
05909991551230 ¦ Rp ¦ 157377
90 kaps.
05909991551247 ¦ Rp ¦ 157378
60 kaps.";"Candesartanum cilexetili 16 mg + Amlodipinum 5 mg + Hydrochlorothiazidum 12.5 mg";"";"";"";"";"Adamed Pharma S.A.";"Polska";"";"";"art. 16 ust. 3";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46919/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46919/characteristic";"";"";"";"";"";""
"100469200";"Candesartan Cilexetil + Amlodipine + Hydrochlorothiazide Adamed";"Candesartanum cilexetili + Amlodipinum + Hydrochlorothiazidum";"Ludzki";"";"";"doustna";"16 mg + 10 mg + 12,5 mg";"Kapsułki twarde";"DCP";"28522";"2029-07-23";"C09DX06";"Adamed Pharma S.A.";"05909991551254 ¦ Rp ¦ 157379
30 kaps.
05909991551261 ¦ Rp ¦ 157380
10 kaps.
05909991551278 ¦ Rp ¦ 157381
7 kaps.
05909991551285 ¦ Rp ¦ 157382
28 kaps.
05909991551292 ¦ Rp ¦ 157383
60 kaps.
05909991551308 ¦ Rp ¦ 157384
100 kaps.
05909991551315 ¦ Rp ¦ 157385
90 kaps.";"Candesartanum cilexetili 16 mg + Amlodipinum 10 mg + Hydrochlorothiazidum 12.5 mg";"";"";"";"";"Adamed Pharma S.A.";"Polska";"";"";"art. 16 ust. 3";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46920/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46920/characteristic";"";"";"";"";"";""
"100469218";"Vilpin";"Amlodipinum";"Ludzki";"";"";"doustna";"10 mg";"Tabletki";"IR";"239/22";"2027-06-01";"C08CA01";"InPharm Sp. z o.o.";"05909991484644 ¦ Rp ¦ 145193
30 tabl.";"Amlodipinum 10 mg";"";"";"";"";"";"";"Teva B.V.";"Bułgaria";"";"";"";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46921/parallel-import-files/LEAFLET/public";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46921/parallel-import-files/PACKAGE_MARKING/public";"";""
"100469225";"Sildenafil Dr. Max";"Sildenafilum";"Ludzki";"";"";"doustna";"25 mg";"Tabletki powlekane";"NAR";"28498";"2029-07-09";"G04BE03";"Dr. Max Pharma s.r.o.";"08595566457938 ¦ OTC ¦ 154093
2 tabl.
08595566457945 ¦ OTC ¦ 154094
4 tabl.
08595566457952 ¦ OTC ¦ 154095
8 tabl.";"Sildenafilum 25 mg";"";"";"";"";"Dr. Max Pharma s.r.o.
Medis International a.s.";"Czechy
Czechy";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46922/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46922/characteristic";"";"";"";"";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/files/educational-tools-for-patient/medicinal-product/46922/file/1 - Narzędzie diagnostyczne dla pacjenta"
"100469232";"Sildenafil Dr. Max";"Sildenafilum";"Ludzki";"";"";"doustna";"50 mg";"Tabletki powlekane";"NAR";"28499";"2029-07-09";"G04BE03";"Dr. Max Pharma s.r.o.";"08595566457976 ¦ OTC ¦ 154096
4 tabl.
08595566457969 ¦ OTC ¦ 154097
2 tabl.";"Sildenafilum 50 mg";"";"";"";"";"Dr. Max Pharma s.r.o.
Medis International a.s.";"Czechy
Czechy";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46923/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46923/characteristic";"";"";"";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/files/educational-tools-for-medical-practitioner/medicinal-product/46923/file/1 - Materiał edukacyjny dla farmaceutów";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/files/educational-tools-for-patient/medicinal-product/46923/file/1 - Narzędzie diagnostyczne dla pacjenta"
"100469257";"Candesartan cilexetil + Amlodipine + HCT Sandoz";"Candesartanum cilexetili + Amlodipinum + Hydrochlorothiazidum";"Ludzki";"";"";"doustna";"16 mg + 10 mg + 12,5 mg";"Kapsułki twarde";"DCP";"28073";"2026-02-09";"C09DX06";"Sandoz Polska Sp. z o.o.";"05909991524630 ¦ Rp ¦ 151816
30 kaps.
05909991524647 ¦ Rp ¦ 151817
100 kaps.";"Candesartanum cilexetili 16 mg + Amlodipinum 10 mg + Hydrochlorothiazidum 12.5 mg";"Adamed Pharma S.A.
Lek Pharmaceuticals, d.d.";"Polska
Słowenia";"";"";"Adamed Pharma S.A.
Lek Pharmaceuticals, d.d.";"Polska
Słowenia";"";"";"art. 16 ust. 3";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46925/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46925/characteristic";"";"";"";"";"";""
"100469264";"Candesartan cilexetil + Amlodipine + HCT Sandoz";"Candesartanum cilexetili + Amlodipinum + Hydrochlorothiazidum";"Ludzki";"";"";"doustna";"16 mg + 5 mg + 12,5 mg";"Kapsułki twarde";"DCP";"28072";"2026-02-09";"C09DX06";"Sandoz Polska Sp. z o.o.";"05909991524616 ¦ Rp ¦ 151814
100 kaps.
05909991524623 ¦ Rp ¦ 151815
30 kaps.";"Candesartanum cilexetili 16 mg + Amlodipinum 5 mg + Hydrochlorothiazidum 12.5 mg";"Adamed Pharma S.A.
Lek Pharmaceuticals, d.d.";"Polska
Słowenia";"";"";"Adamed Pharma S.A.
Lek Pharmaceuticals, d.d.";"Polska
Słowenia";"";"";"art. 16 ust. 3";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46926/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46926/characteristic";"";"";"";"";"";""
"100469309";"Dexamethasone Krka";"Dexamethasonum";"Ludzki";"";"";"doustna";"20 mg";"Tabletki";"IR";"234/22";"2027-06-01";"H02AB02";"Delfarma Sp. z o.o.";"05909991484729 ¦ Rp ¦ 145203
20 tabl.";"Dexamethasonum 20 mg";"";"";"";"";"";"";"HCS bvba";"Austria";"";"";"";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46930/parallel-import-files/LEAFLET/public";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46930/parallel-import-files/PACKAGE_MARKING/public";"";""
"100469316";"Arbicen";"Dimethylis fumaras";"Ludzki";"";"";"doustna";"120 mg";"Kapsułki dojelitowe, twarde";"DCP";"27937";"2028-07-17";"L04AX07";"Egis Pharmaceuticals PLC";"05995327189802 ¦ Rpz ¦ 150970
14 kaps.";"Dimethylis fumaras 120 mg";"";"";"Adalvo Ltd. (AMOL)
KeVaRo GROUP Ltd
Pharmadox Healthcare Ltd.";"Malta
Bułgaria
Malta";"Adalvo Ltd. (AMOL)
KeVaRo GROUP Ltd
Pharmadox Healthcare Ltd.";"Malta
Bułgaria
Malta";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46931/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46931/characteristic";"";"";"";"";"";""
"100469323";"Arbicen";"Dimethylis fumaras";"Ludzki";"";"";"doustna";"240 mg";"Kapsułki dojelitowe, twarde";"DCP";"27938";"2028-07-17";"L04AX07";"Egis Pharmaceuticals PLC";"05995327189819 ¦ Rpz ¦ 150971
56 kaps.
05995327189826 ¦ Rpz ¦ 150972
168 kaps.";"Dimethylis fumaras 240 mg";"";"";"Adalvo Ltd. (AMOL)
KeVaRo GROUP Ltd
Pharmadox Healthcare Ltd.";"Malta
Bułgaria
Malta";"Adalvo Ltd. (AMOL)
KeVaRo GROUP Ltd
Pharmadox Healthcare Ltd.";"Malta
Bułgaria
Malta";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46932/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46932/characteristic";"";"";"";"";"";""
"100469330";"Noroplex";"Dimethylis fumaras";"Ludzki";"";"";"doustna";"120 mg";"Kapsułki dojelitowe, twarde";"DCP";"27994";"2028-09-15";"L04AX07";"+pharma arzneimittel GmbH";"05901720140975 ¦ Rpz ¦ 151323
14 kaps. w blistrze
05901720140982 ¦ Rpz ¦ 151324
14 kaps. w blistrze perforowanym";"Dimethylis fumaras 120 mg";"";"";"Adalvo Ltd.
KeVaRo GROUP Ltd
Pharmadox Healthcare Ltd.";"Malta
Bułgaria
Malta";"Adalvo Ltd.
KeVaRo GROUP Ltd
Pharmadox Healthcare Ltd.";"Malta
Bułgaria
Malta";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46933/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/46933/characteristic";"";"";"";"";"";""
